Book_Name,book_id,guten_genre,Author_Name,postive,neutral,negative,sentence_length,TTR,person_count,she_pronoun,he_pronoun,ease_of_readability,class
Mabel's Mistake,pg30247.epub,Literary,Stephens| Ann S.,0.156,0.72,0.125,7074,0.87802353802512,139,335,296,78.7,3
A Captain in the Ranks: A Romance of Affairs,pg30263.epub,Literary,Eggleston| George Cary,0.139,0.7830000000000000,0.078,4611,0.867768484057857,149,129,282,76.75,3
The Phantom Lover,pg30286.epub,Literary,Ayres| Ruby M.,0.14400000000000000,0.762,0.094,7343,0.862296249656011,135,316,325,93.89,3
The Benefactress,pg30302.epub,Literary,Arnim| Elizabeth Von,0.142,0.765,0.09300000000000000,1192,0.86585702196172,74,131,91,75.82,3
Hope Mills- Between Friend and Sweetheart,pg30436.epub,Literary,Douglas| Amanda M.,0.18,0.723,0.09700000000000000,7260,0.879478598354786,321,223,298,78.55,3
The Lieutenant-Governor: A Novel,pg30448.epub,Literary,Carryl| Guy Wetmore,0.13700000000000000,0.774,0.09,2614,0.861085176436858,77,50,147,69.63,3
A Manifest Destiny,pg30464.epub,Literary,Magruder| Julia,0.154,0.752,0.094,2361,0.846374907715252,37,196,154,74.89,3
Wild Oranges,pg30466.epub,Literary,Hergesheimer| Joseph,0.096,0.78,0.124,1620,0.853049509046492,33,56,160,70.86,3
Outside Inn,pg30483.epub,Literary,Kelley| Ethel M.,0.138,0.765,0.09700000000000000,3575,0.868927401492752,110,236,165,81.91,3
The Count's Millions,pg305.epub,Detective and Mystery,Gaboriau| Emile,0.14400000000000000,0.7440000000000000,0.11200000000000000,7000,0.872286371400972,200,284,501,70.46,1
The Pines of Lory,pg30600.epub,Literary,Mitchell| John Ames,0.157,0.742,0.10100000000000000,3056,0.86698658447117,73,172,195,81.39,3
A Danish Parsonage,pg30617.epub,Literary,Vicary| John Fulford,0.16400000000000000,0.773,0.063,3895,0.851989020219976,197,131,199,78.42,3
Wings of the Wind,pg30618.epub,Literary,Harris| Credo Fitch,0.14,0.763,0.09700000000000000,5670,0.88490620122075,138,229,349,81.66,3
In the Heart of a Fool,pg30627.epub,Literary,White| William Allen,0.142,0.7710000000000000,0.087,5940,0.863007353393894,394,278,418,78.77,3
Anything Once,pg30640.epub,Literary,Ostrander| Isabel,0.10400000000000000,0.82,0.076,1425,0.871358225066164,72,131,148,90.62,3
An Ocean Tramp,pg30648.epub,Literary,McFee| William,0.128,0.7880000000000000,0.084,3069,0.870330768246438,224,89,240,79.68,3
Daisy's Necklace- and What Came of It,pg30668.epub,Literary,Aldrich| Thomas Bailey,0.14300000000000000,0.754,0.10300000000000000,2084,0.874454735101108,162,64,160,80.74,3
Sir Tom,pg30692.epub,Literary,Oliphant| Mrs.,0.162,0.747,0.091,9635,0.86337991518799,202,332,286,79.05,3
The Record of Nicholas Freydon - An Autobiography,pg30704.epub,Literary,Dawson| A. J.,0.14,0.789,0.071,3043,0.86798243746278,173,38,151,77.55,3
Captain Pott's Minister,pg30713.epub,Literary,Cooper| Francis L.,0.131,0.772,0.096,5647,0.866607936903306,105,139,314,92.77,3
Absolution,pg30724.epub,Literary,Viebig| Clara,0.138,0.743,0.11800000000000000,6673,0.860073159705154,127,390,373,91.09,3
The Fate of Felix Brand,pg30733.epub,Literary,Kelly| Florence Finch,0.156,0.752,0.092,3523,0.868519247760856,63,216,317,79.61,3
Clark's Field,pg30736.epub,Literary,Herrick| Robert,0.14,0.777,0.083,5442,0.862476252402096,202,277,272,64.4,3
Materials and Methods of Fiction - With an Introduction by Brander Matthews,pg30776.epub,Literary,Hamilton| Clayton Meeker,0.139,0.8010000000000000,0.06,2773,0.84211374734586,461,49,210,50.5,3
The Beggar Man,pg30817.epub,Literary,Ayres| Ruby M.,0.177,0.718,0.105,3604,0.859120116186687,47,219,171,93.27,3
Ashton-Kirk- Criminologist,pg30838.epub,Detective and Mystery,McIntyre| John Thomas,0.11800000000000000,0.802,0.081,4891,0.858219192628838,108,128,396,81.91,1
Kidnapped at the Altar- The Romance of that Saucy Jessie Bain,pg30980.epub,Sea and Adventure,Libbey| Laura Jean,0.142,0.7490000000000000,0.109,3919,0.865963655830622,109,237,228,79.13,5
Ten Thousand a-Year. Volume 1.,pg31004.epub,Literary,Warren| Samuel,0.14,0.77,0.091,7121,0.880990073743476,435,198,542,77.14,3
The Recipe for Diamonds,pg31083.epub,Sea and Adventure,Hyne| Charles John Cutcliffe Wright,0.10100000000000000,0.8190000000000000,0.08,498,0.865386790186544,25,9,54,77.75,5
Aliens,pg31241.epub,Literary,McFee| William,0.125,0.7980000000000000,0.077,8141,0.864569149723935,280,173,361,81.86,3
Cupid's Middleman,pg31561.epub,Literary,Lent| Edward B.,0.147,0.762,0.091,3571,0.870819015424486,157,115,223,77.85,3
"Walladmor- Vol. 1 (of 2) - ""Freely Translated into German from the English of Sir Walter Scott."" And Now Freely Translated from the German into English.",pg31563.epub,Literary,Alexis| Willibald,0.11900000000000000,0.7860000000000000,0.095,1485,0.864931124181524,165,54,210,73.61,3
"Walladmor- Vol. 2 (of 2) - ""Freely Translated into German from the English of Sir Walter Scott."" And Now Freely Translated from the German into English.",pg31568.epub,Literary,Alexis| Willibald,0.124,0.759,0.11700000000000000,1552,0.863083332929796,140,121,213,61.83,3
Room Number 3- and Other Detective Stories,pg31578.epub,Detective and Mystery,Green| Anna Katharine,0.11900000000000000,0.768,0.114,5815,0.864932580721015,164,307,391,78.03,1
The Serapion Brethren- Vol. II,pg31668.epub,Literary,Hoffmann| E. T. A.,0.154,0.733,0.113,8385,0.86840253707524,611,210,469,72.73,3
Checkers: A Hard-luck Story,pg31813.epub,Literary,Blossom| Henry,0.16400000000000000,0.753,0.08200000000000000,2517,0.869144700187468,144,77,266,80.81,3
The Serapion Brethren- Vol. I.,pg31820.epub,Literary,Hoffmann| E. T. A.,0.16700000000000000,0.747,0.086,9070,0.8692403952531320,525,227,467,73.64,3
Portia- By Passions Rocked,pg31825.epub,Literary,Duchess|,0.157,0.722,0.122,7065,0.880791463396812,193,305,330,81.42,3
An Artist in Crime,pg31915.epub,Detective and Mystery,Ottolengui| Rodrigues,0.133,0.774,0.092,4951,0.858857906221969,94,122,275,79.54,1
The Portal of Dreams,pg31927.epub,Literary,Buck| Charles Neville,0.122,0.775,0.102,1707,0.854521571449097,57,32,100,66.69,3
A Life Sentence: A Novel,pg31984.epub,Literary,Sergeant| Adeline,0.14400000000000000,0.738,0.11900000000000000,9761,0.868130399924744,213,389,380,81.4,3
Captain Macedoine's Daughter,pg32042.epub,Literary,McFee| William,0.14,0.772,0.08800000000000000,5079,0.864372273099205,140,193,256,80.0,3
A Rent In A Cloud,pg32082.epub,Literary,Lever| Charles James,0.151,0.75,0.099,3263,0.86747007504413,137,189,329,79.37,3
Command,pg32114.epub,Sea and Adventure,McFee| William,0.128,0.7880000000000000,0.084,8410,0.86229919620197,194,238,447,79.78,5
Rose MacLeod,pg32115.epub,Literary,Brown| Alice,0.166,0.7560000000000000,0.078,4640,0.866558277492446,63,211,199,85.18,3
When the Cock Crows,pg32116.epub,Literary,Baily| Waldron,0.128,0.7710000000000000,0.10100000000000000,2940,0.8564518626059,113,124,287,77.08,3
Long Live the King!,pg32132.epub,Literary,Boothby| Guy,0.13,0.792,0.078,4434,0.8579567588178140,135,81,302,76.49,3
Arthur O'Leary: His Wanderings And Ponderings In Many Lands,pg32424.epub,Literary,Lever| Charles James,0.14400000000000000,0.763,0.09300000000000000,6695,0.86280653296674,677,146,546,73.89,3
The Brightener,pg32428.epub,Literary,Williamson| A. M.| Williamson| C. N.,0.155,0.753,0.092,6409,0.870968971058088,276,268,262,90.64,3
A Marriage at Sea,pg32516.epub,Sea and Adventure,Russell| William Clark,0.13700000000000000,0.794,0.069,3074,0.85758684628876,107,164,170,78.67,5
Gerald Fitzgerald- the Chevalier: A Novel,pg32560.epub,Sea and Adventure,Viebig| Clara,0.149,0.75,0.10100000000000000,6626,0.866856831618693,415,243,588,76.19,5
A Novelist on Novels,pg32576.epub,Literary,George| Walter Lionel,0.142,0.754,0.10400000000000000,1699,0.86646050055367,421,40,194,64.88,3
A Day's Ride: A Life's Romance,pg32692.epub,Literary,Lever| Charles James,0.151,0.753,0.096,6959,0.862392177790252,409,271,457,77.9,3
That Boy Of Norcott's,pg32693.epub,Literary,Lever| Charles James,0.14800000000000000,0.763,0.08900000000000000,3443,0.864325388465528,183,178,320,78.3,3
Jacob's Ladder,pg32732.epub,Detective and Mystery,Oppenheim| E. Phillips,0.156,0.7710000000000000,0.073,4971,0.875087632883939,151,114,236,81.97,1
"Tried for Her Life - A Sequel to ""Cruel As the Grave""",pg32757.epub,Literary,Southworth| Emma Dorothy Eliza Nevitte,0.128,0.7510000000000000,0.122,1563,0.8666223660606070,60,109,106,79.24,3
Fairfax and His Pride: A Novel,pg32826.epub,Literary,Vorst| Marie Van,0.151,0.769,0.08,7015,0.861164696776773,240,233,393,80.77,3
One Of Them,pg32840.epub,Literary,Lever| Charles James,0.15,0.7490000000000000,0.1,10824,0.874260835327138,446,412,760,79.56,3
Lady Cassandra,pg32882.epub,Literary,Vaizey| Mrs. George de Horne,0.17,0.7340000000000000,0.096,7963,0.872568748811652,159,305,214,81.4,3
Sir Hilton's Sin,pg32915.epub,Literary,Fenn| George Manville,0.17,0.7290000000000000,0.10100000000000000,4957,0.872793004994515,162,150,203,94.58,3
The Sapphire Cross,pg32917.epub,Literary,Fenn| George Manville,0.138,0.7440000000000000,0.11700000000000000,5499,0.874238445457436,266,248,429,79.26,3
Thereby Hangs a Tale. Volume One,pg32929.epub,Literary,Fenn| George Manville,0.154,0.7440000000000000,0.10100000000000000,6469,0.8801078039285,239,211,348,92.58,3
An Unknown Lover,pg32936.epub,Literary,Vaizey| Mrs. George de Horne,0.177,0.726,0.098,5749,0.875107792547453,139,244,178,81.01,3
The Red Rat's Daughter,pg33004.epub,Detective and Mystery,Boothby| Guy,0.136,0.794,0.07,4739,0.862355695412901,144,161,300,78.47,1
The Green God,pg33019.epub,Detective and Mystery,Kummer| Frederic Arnold,0.09700000000000000,0.79,0.11200000000000000,2471,0.846972397782378,40,89,176,75.46,1
Sir Jasper Carew: His Life and Experience,pg33081.epub,Literary,Lever| Charles James,0.14800000000000000,0.7510000000000000,0.10100000000000000,8761,0.8627159641762520,475,270,666,65.7,3
The Truth About Tristrem Varick: A Novel,pg33099.epub,Literary,Saltus| Edgar,0.122,0.8,0.079,2614,0.845057840754127,115,126,283,80.22,3
Was It Right to Forgive? A Domestic Romance,pg33195.epub,Literary,Barr| Amelia E.,0.18600000000000000,0.713,0.10100000000000000,5732,0.867790728436119,196,278,198,81.57,3
Faith and Unfaith: A Novel,pg33312.epub,Literary,Duchess|,0.179,0.71,0.111,7484,0.879371827632058,228,321,321,82.0,3
The Little Schoolmaster Mark: A Spiritual Romance,pg33401.epub,Literary,Davis| Richard Harding,0.172,0.72,0.10800000000000000,1587,0.851826585301801,70,76,114,78.11,3
A Man in the Open,pg33423.epub,Literary,Pocock| Roger,0.124,0.759,0.11700000000000000,4448,0.881319370565264,334,192,308,91.44,3
Roland Cashel- Volume I (of II),pg33468.epub,Literary,Lever| Charles James,0.156,0.748,0.096,6452,0.876892253765682,438,222,477,77.84,3
Roland Cashel- Volume II (of II),pg33469.epub,Literary,Lever| Charles James,0.146,0.745,0.11,6748,0.874690395246471,242,239,514,77.05,3
The Furnace,pg33482.epub,Literary,Macaulay| Rose,0.13700000000000000,0.77,0.092,2365,0.875987961262961,61,115,98,80.85,3
The Gambler: A Novel,pg33490.epub,Literary,Thurston| Katherine Cecil,0.158,0.755,0.087,9876,0.869586834814565,177,326,319,81.49,3
Bransford of Rainbow Range - Originally Published under the title of Bransford in Arcadia- The Little Eohippus,pg33498.epub,Western Stories,Rhodes| Eugene Manlove,0.138,0.7560000000000000,0.107,4299,0.884893058300275,324,91,317,83.63,6
The Fortunes Of Glencore,pg33556.epub,Literary,Lever| Charles James,0.15,0.752,0.098,7544,0.867602339157072,396,187,609,77.92,3
The Bachelors: A Novel,pg33565.epub,Literary,Orcutt| William Dana,0.183,0.737,0.08,6675,0.87857801775246,156,205,397,72.37,3
Tony Butler,pg33604.epub,Literary,Lever| Charles James,0.152,0.763,0.085,10321,0.869463658595181,557,381,759,80.14,3
Norine's Revenge- and- Sir Noel's Heir,pg33664.epub,Literary,Fleming| May Agnes,0.165,0.722,0.113,7690,0.87965774280882,361,285,299,82.65,3
X Y Z: A Detective Story,pg33695.epub,Detective and Mystery,Green| Anna Katharine,0.12300000000000000,0.767,0.111,949,0.860029962087608,31,45,126,76.91,1
The Cottage of Delight: A Novel,pg33715.epub,Literary,Harben| Will N.,0.126,0.789,0.085,9260,0.865812937924338,234,320,448,91.96,3
An Engagement of Convenience: A Novel,pg33747.epub,Literary,Zangwill| Louis,0.187,0.728,0.085,4659,0.866277211804405,107,235,287,70.64,3
The Key to Yesterday,pg33759.epub,Literary,Buck| Charles Neville,0.122,0.787,0.091,3772,0.860616687258054,127,123,288,77.73,3
The Haunted Pajamas,pg33780.epub,Literary,Elliott| Francis Perry,0.15,0.7610000000000000,0.08900000000000000,6579,0.866600044371178,157,193,372,86.09,3
King of Camargue,pg33867.epub,Literary,Aicard| Jean,0.138,0.767,0.095,4122,0.854988282136436,150,239,281,74.75,3
Regina- or the Sins of the Fathers,pg33892.epub,Literary,Sudermann| Hermann,0.124,0.7560000000000000,0.11900000000000000,5309,0.862916432509688,115,209,374,78.22,3
The Unknown Sea,pg33945.epub,Allegories,Housman| Clemence,0.146,0.6890000000000000,0.165,4179,0.874353943820671,71,248,347,80.91,0
The Reclaimers,pg33959.epub,Literary,McCarter| Margaret Hill,0.136,0.7880000000000000,0.075,5191,0.875910801184426,223,223,202,79.88,3
The Mysterious Wanderer- Vol. I,pg33973.epub,Literary,Reeve| Sophia,0.149,0.731,0.12,1152,0.8603527711592,245,62,170,66.73,3
Love Works Wonders: A Novel,pg33989.epub,Literary,Brame| Charlotte M.,0.21900000000000000,0.672,0.109,4549,0.870255114578361,125,248,183,80.98,3
The BelovÃ©d Traitor,pg34034.epub,Literary,Packard| Frank L.,0.142,0.768,0.09,6638,0.857535619480688,142,238,268,90.13,3
The Hillman,pg34035.epub,Detective and Mystery,Oppenheim| E. Phillips,0.14300000000000000,0.7830000000000000,0.07400000000000000,7404,0.8709782181559720,118,201,243,82.8,1
Whispering Wires,pg34046.epub,Detective and Mystery,Leverage| Henry,0.091,0.823,0.087,7372,0.8654816877259,135,60,226,84.52,1
A Poached Peerage,pg34088.epub,Literary,Magnay| Sir William,0.158,0.732,0.11,6186,0.877805786874676,201,165,381,72.72,3
Lady Maude's Mania,pg34138.epub,Literary,Fenn| George Manville,0.156,0.7290000000000000,0.115,4805,0.879023563064477,210,185,287,93.42,3
A Double Knot,pg34140.epub,Literary,Fenn| George Manville,0.158,0.7240000000000000,0.11800000000000000,8572,0.878533015793831,329,286,388,81.7,3
By Birth a Lady,pg34142.epub,Literary,Fenn| George Manville,0.146,0.741,0.113,6081,0.879187462048444,269,318,374,80.31,3
Capricious Caroline,pg34166.epub,Literary,Rowlands| Effie Adelaide,0.151,0.76,0.08900000000000000,5858,0.866941968507356,99,369,235,82.5,3
Zula,pg34168.epub,Literary,Lindley| H. Esselstyn,0.157,0.723,0.11900000000000000,5351,0.866612074759901,91,277,212,91.75,3
The Girl From Tim's Place,pg34202.epub,Literary,Munn| Charles Clark,0.133,0.7810000000000000,0.086,3984,0.882308216257034,194,263,309,80.68,3
The Star-Gazers,pg34244.epub,Literary,Fenn| George Manville,0.156,0.727,0.11700000000000000,7928,0.875873518877499,192,288,400,91.3,3
Of High Descent,pg34246.epub,Literary,Fenn| George Manville,0.147,0.736,0.11700000000000000,11453,0.876389771760932,224,232,442,91.77,3
The Man with a Shadow,pg34248.epub,Literary,Fenn| George Manville,0.145,0.732,0.12300000000000000,9537,0.870828728268074,189,285,427,92.28,3
A Mysterious Disappearance,pg34277.epub,Detective and Mystery,Tracy| Louis,0.135,0.762,0.10300000000000000,6066,0.874932029556315,161,202,299,81.69,1
Phases of an Inferior Planet,pg34402.epub,Literary,Glasgow| Ellen Anderson Gholson,0.13700000000000000,0.768,0.096,6701,0.855370393082058,150,286,328,81.28,3
For the Allinson Honor,pg34415.epub,Literary,Bindloss| Harold,0.132,0.764,0.10400000000000000,6669,0.871182201070109,102,132,390,81.32,3
Alas! A Novel,pg34428.epub,Literary,Broughton| Rhoda,0.127,0.764,0.109,7277,0.874204285639178,223,352,470,77.07,3
The Rosery Folk,pg34482.epub,Literary,Fenn| George Manville,0.165,0.733,0.10100000000000000,4612,0.876598550082809,161,165,260,91.54,3
The Gold Brick,pg34500.epub,Literary,Stephens| Ann S.,0.145,0.731,0.124,8276,0.877387974253403,187,309,338,79.55,3
Paradise Bend,pg34567.epub,Western Stories,White| William Patterson,0.11600000000000000,0.79,0.094,9265,0.884278819394699,371,171,366,95.32,6
The Triumph of Virginia Dale,pg34575.epub,Literary,Francis| John,0.16,0.727,0.114,7167,0.878027558299647,190,299,378,82.37,3
Mrs. Halliburton's Troubles,pg34587.epub,Literary,Trevena| John,0.127,0.7880000000000000,0.085,2960,0.875677717728054,106,124,162,83.13,3
Through Night to Light: A Novel,pg34598.epub,Literary,Spielhagen| Friedrich,0.16400000000000000,0.733,0.10300000000000000,10322,0.8700284026469310,434,279,401,74.84,3
What the Swallow Sang: A Novel,pg34599.epub,Literary,Spielhagen| Friedrich,0.149,0.7560000000000000,0.095,2278,0.873296091199838,136,100,245,75.73,3
King of the Castle,pg34609.epub,Literary,Fenn| George Manville,0.15,0.727,0.12300000000000000,9240,0.870440779302972,197,234,427,91.68,3
Barren Honour: A Novel,pg34616.epub,Literary,Lawrence| George A.,0.16900000000000000,0.715,0.11600000000000000,4634,0.881633877688449,367,185,319,66.27,3
The Gateless Barrier,pg34619.epub,Ghost and Horror,Malet| Lucas,0.171,0.737,0.092,3490,0.868898096167994,107,100,236,68.44,2
I- Thou- and the Other One: A Love Story,pg34628.epub,Love and Romance,Barr| Amelia E.,0.165,0.743,0.092,5443,0.86571509052982,291,211,215,81.14,4
The Mysterious Wanderer  Vol. II,pg34629.epub,Literary,Reeve| Sophia,0.155,0.737,0.10800000000000000,997,0.852381146045177,81,82,141,64.45,3
The Breaking of the Storm- Vol. I.,pg34657.epub,Literary,Spielhagen| Friedrich,0.146,0.7710000000000000,0.083,3997,0.86993764594252,184,149,283,77.96,3
The Breaking of the Storm- Vol. II.,pg34658.epub,Literary,Spielhagen| Friedrich,0.16400000000000000,0.743,0.09300000000000000,4126,0.870003238954612,225,167,292,76.55,3
The Breaking of the Storm- Vol. III.,pg34659.epub,Literary,Spielhagen| Friedrich,0.132,0.7510000000000000,0.11700000000000000,4124,0.868548125817536,212,166,272,74.58,3
Willing to Die: A Novel,pg34662.epub,Literary,Fanu| Joseph Sheridan Le,0.179,0.7490000000000000,0.073,219,0.857240302810564,27,18,26,77.08,3
Commodore Junk,pg34663.epub,Literary,Fenn| George Manville,0.126,0.75,0.125,6921,0.868946472905939,175,147,370,90.6,3
The Mynns' Mystery,pg34664.epub,Detective and Mystery,Fenn| George Manville,0.151,0.733,0.11600000000000000,5342,0.870667493468139,122,144,305,92.17,1
The Man with the Double Heart,pg34709.epub,Literary,Hine| Muriel,0.168,0.7340000000000000,0.098,8567,0.872487990765011,282,294,348,83.96,3
One of My Sons,pg34710.epub,Detective and Mystery,Green| Anna Katharine,0.126,0.7610000000000000,0.113,5361,0.867014278777999,104,229,377,77.87,1
The Ivory Gate- a new edition,pg34738.epub,Literary,Besant| Walter,0.16400000000000000,0.76,0.076,4027,0.877887224251392,109,110,211,81.69,3
Problematic Characters: A Novel,pg34748.epub,Literary,Spielhagen| Friedrich,0.175,0.733,0.091,10601,0.8734846607848060,395,273,430,77.68,3
Englefield Grange- Mary Armstrong's Troubles,pg34794.epub,Literary,Paull| Mrs. H. B.,0.163,0.7560000000000000,0.081,5025,0.870697193894301,261,270,356,75.83,3
The Pagan's Cup,pg34835.epub,Detective and Mystery,Abbott| Eleanor Hallowell,0.14400000000000000,0.747,0.10800000000000000,6203,0.864745251901946,136,192,284,91.93,0
The Rival Crusoes- The Ship Wreck - Also A Voyage to Norway  and The Fisherman's Cottage.,pg34849.epub,Literary,Strickland| Agnes,0.14,0.725,0.134,1302,0.855608611074016,88,26,261,68.68,3
Mystery and Confidence: A Tale. Vol. 1,pg34932.epub,Literary,Pinchard| Elizabeth Sibthorpe,0.184,0.738,0.077,985,0.876374737916502,76,125,165,72.58,3
Mystery and Confidence: A Tale. Vol. 3,pg34933.epub,Literary,Pinchard| Elizabeth Sibthorpe,0.168,0.718,0.114,899,0.873295844634323,72,137,135,72.16,3
Â£19-000,pg34934.epub,Detective and Mystery,Delannoy| Burford,0.113,0.79,0.09700000000000000,4502,0.852206392312964,89,88,281,90.89,0
The House of Strange Secrets: A Detective Story,pg34947.epub,Detective and Mystery,Bayly| A. Eric,0.10400000000000000,0.782,0.115,2892,0.857667875561052,92,78,265,76.57,0
Mystery and Confidence: A Tale. Vol. 2,pg34968.epub,Literary,Pinchard| Elizabeth Sibthorpe,0.165,0.72,0.114,987,0.874036865957577,70,187,132,75.74,3
The Count of Nideck - adapted from the French of Erckmann-Chartrian,pg34999.epub,Literary,Erckmann-Chatrian| | Fiske| Ralph Browning,0.128,0.777,0.095,2407,0.858847694055368,91,93,156,78.66,3
The House in the Mist,pg35003.epub,Detective and Mystery,Green| Anna Katharine,0.131,0.76,0.109,1271,0.867562137850928,60,103,113,76.0,0
The Carleton Case,pg35038.epub,Literary,Clark| Ellery H.,0.159,0.748,0.09300000000000000,4188,0.869394118313328,128,85,336,83.04,3
Dilemmas of Pride- (Vol 2 of 3),pg35057.epub,Literary,Loudon| Mrs.,0.13700000000000000,0.748,0.114,1140,0.86959593081501,59,96,191,61.21,3
Dilemmas of Pride- (Vol 3 of 3),pg35058.epub,Literary,Loudon| Mrs.,0.134,0.736,0.131,859,0.85281687752839,46,82,132,53.35,3
Girl Alone,pg35077.epub,Literary,Austin| Anne,0.158,0.7390000000000000,0.10300000000000000,5590,0.879520766367873,245,370,244,81.61,3
The Mesa Trail,pg35078.epub,Western Stories,Bedford-Jones| H.,0.10800000000000000,0.787,0.105,4302,0.881231943440105,143,91,283,82.7,6
The Blind Mother- and The Last Confession,pg35140.epub,Literary,Caine| Sir Hall,0.127,0.7510000000000000,0.122,2116,0.852925482076003,90,53,117,81.75,3
The Solitary Farm,pg35146.epub,Detective and Mystery,Hume| Fergus,0.124,0.747,0.129,6488,0.871802418138344,176,298,335,81.33,0
In the Van- The Builders,pg35203.epub,Literary,Price-Brown| John,0.146,0.777,0.077,5377,0.871529904334028,233,208,242,81.25,3
Who?,pg35205.epub,Detective and Mystery,Kent| Elizabeth,0.132,0.748,0.12,5111,0.870950098637163,98,216,297,83.12,0
The Guerilla Chief- and Other Tales,pg35214.epub,Literary,Reid| Mayne,0.11800000000000000,0.785,0.096,4855,0.857325886506048,309,86,164,77.96,3
The Oyster,pg35217.epub,Literary,Peer|,0.16,0.736,0.10300000000000000,6737,0.890578427780744,385,250,207,84.89,3
The Streets of Ascalon - Episodes in the Unfinished Career of Richard Quarren- Esqre.,pg35233.epub,Literary,Chambers| Robert W.,0.16,0.743,0.09700000000000000,8098,0.880393104305205,253,324,370,83.98,3
In the Onyx Lobby,pg35254.epub,Detective and Mystery,Wells| Carolyn,0.133,0.7440000000000000,0.12300000000000000,4859,0.8756200373016,159,172,227,84.52,0
A Wife's Duty: A Tale,pg35294.epub,Literary,Opie| Amelia,0.171,0.716,0.113,2365,0.8555955327916110,122,176,284,78.16,3
Sir Brook Fossbrooke- Volume I.,pg35296.epub,Literary,Lever| Charles James,0.157,0.755,0.087,6966,0.868411519918497,287,242,571,80.08,3
Sir Brook Fossbrooke- Volume II.,pg35297.epub,Literary,Lever| Charles James,0.14,0.755,0.105,4859,0.867274170881365,195,174,445,80.03,3
The Last Stroke: A Detective Story,pg35304.epub,Detective and Mystery,Lynch| Lawrence L.,0.122,0.7910000000000000,0.08800000000000000,4026,0.865771582132353,152,136,292,78.97,0
A Practical Novelist,pg35313.epub,Literary,Davidson| John,0.147,0.755,0.098,1944,0.874301671614451,83,87,137,81.69,3
The Long Lane's Turning,pg35326.epub,Literary,Rives| Hallie Erminie,0.11600000000000000,0.778,0.106,5955,0.860297839464776,227,167,371,79.52,3
The Lady Evelyn: A Story of To-day,pg35336.epub,Literary,Pemberton| Max,0.146,0.7560000000000000,0.098,4376,0.864705830941217,205,221,275,77.77,3
A Song of a Single Note: A Love Story,pg35358.epub,Love and Romance,Barr| Amelia E.,0.16400000000000000,0.733,0.10300000000000000,5574,0.869218363855308,314,235,291,81.39,4
The Wicked Marquis,pg35361.epub,Detective and Mystery,Oppenheim| E. Phillips,0.141,0.785,0.07400000000000000,6341,0.873524538149516,139,172,264,82.2,0
Mad: A Story of Dust and Ashes,pg35367.epub,Literary,Fenn| George Manville,0.111,0.773,0.11600000000000000,5147,0.868389694847277,263,270,524,75.62,3
Friends I Have Made,pg35368.epub,Literary,Fenn| George Manville,0.14300000000000000,0.74,0.11700000000000000,2432,0.864208748201071,159,131,191,87.9,3
Mrs. Geoffrey,pg35384.epub,Literary,Duchess| ,0.17300000000000000,0.718,0.109,7962,0.879256082816557,265,349,368,81.49,3
The Amethyst Box,pg35424.epub,Detective and Mystery,Green| Anna Katharine,0.135,0.757,0.10800000000000000,2764,0.865867395822438,85,182,181,77.32,0
A Charming Fellow- Volume I,pg35428.epub,Literary,Trollope| Frances Eleanor,0.16900000000000000,0.7490000000000000,0.08200000000000000,3669,0.877840055185569,175,171,217,79.44,3
A Charming Fellow- Volume II,pg35429.epub,Literary,Trollope| Frances Eleanor,0.159,0.7490000000000000,0.092,3452,0.876397136504518,174,175,174,79.17,3
A Charming Fellow- Volume III,pg35430.epub,Literary,Trollope| Frances Eleanor,0.138,0.748,0.114,4191,0.873332684865394,142,206,248,79.73,3
The Dodd Family Abroad- Vol. I,pg35441.epub,Literary,Lever| Charles James,0.14,0.779,0.081,765,0.868816096019788,169,35,110,76.0,3
The Dodd Family Abroad- Vol. II,pg35442.epub,Literary,Lever| Charles James,0.151,0.76,0.09,4052,0.866082179048694,376,182,308,75.34,3
Lost Lenore: The Adventures of a Rolling Stone,pg35443.epub,Sea and Adventure,Reid| Mayne,0.126,0.7710000000000000,0.10300000000000000,6904,0.854862483469364,198,150,248,73.89,5
Sharing Her Crime: A Novel,pg35462.epub,Detective and Mystery,Fleming| May Agnes,0.159,0.71,0.131,7825,0.881897513339583,268,329,314,82.2,0
The Black Eagle Mystery,pg35484.epub,Detective and Mystery,Bonner| Geraldine,0.10800000000000000,0.8,0.092,4227,0.857521377835748,123,184,263,90.15,0
The Golden Road,pg35509.epub,Literary,Allen| Frank Waller,0.17,0.755,0.075,2053,0.870692744408036,115,128,250,78.89,3
The Three Impostors- The Transmutations,pg35517.epub,Ghost and Horror,Machen| Arthur,0.11700000000000000,0.778,0.106,2375,0.843976022739334,133,17,181,76.3,1
Only One Love- Who Was the Heir,pg35523.epub,Literary,Garvice| Charles,0.161,0.737,0.102,8415,0.870525787762152,215,245,372,92.23,3
The Haute Noblesse: A Novel,pg35527.epub,Literary,Fenn| George Manville,0.147,0.737,0.11600000000000000,11540,0.876370815391651,230,237,443,91.77,3
"The Secret of the Sands- The ""Water Lily"" and her Crew",pg35528.epub,Sea and Adventure,Collingwood| Harry,0.128,0.8,0.07200000000000000,3181,0.856631857446643,106,168,231,72.23,5
The Haunted Room: A Tale,pg35533.epub,Literary,E.| A. L. O.,0.128,0.742,0.13,3419,0.871261989084019,112,154,202,75.17,3
